"x1","x2","z","y"
-0.560475646552213,-0.601892845985016,-2.04195611877367,1
-0.23017748948328,-0.993698591098714,-2.13290489232168,0
1.55870831414912,1.0267850560749,-2.10491764778271,0
0.070508391424576,0.751061302606323,0.0866055591031909,1
0.129287735160946,-1.5091665373287,-0.0430361623875797,0
1.71506498688328,-0.0951474508492868,0.69805661123246,1
0.460916205989202,-0.895947822756499,-0.31546265585348,1
-1.26506123460653,-2.07075107054196,-2.66593970870599,0
-0.686852851893526,0.150120131188143,-2.96762214275077,1
-0.445661970099958,-0.0792117092585882,-1.66899479320273,0
1.22408179743946,-0.097369267513081,2.10577934375033,1
0.359813827057364,0.216152541801233,-1.39592276327312,0
0.400771450594052,0.882465164396587,0.591601639520377,1
0.11068271594512,0.205597504483387,0.651598183438182,1
-0.555841134754075,-0.616435842873528,2.95295064244419,1
1.78691313680308,-0.734799251921281,-1.85286023514345,1
0.497850478229239,-0.131802793041181,1.52034350764006,1
-1.96661715662964,0.310016986578952,-1.54567597713321,0
0.701355901563686,-1.03968035270204,-1.03528667986393,0
-0.472791407727934,-0.184308868842384,-2.97878703195602,0
-1.06782370598685,0.967267260167914,2.98454486159608,0
-0.217974914658295,-0.108280091234486,-0.371642973739654,1
-1.02600444830724,-0.69842066759439,2.9861324694939,1
-0.72889122929114,-0.27594516842554,-1.81968498509377,0
-0.625039267849257,1.11464854536198,-2.33113922551274,0
-1.68669331074241,0.550043961214136,-1.49558129673824,1
0.837787044494525,1.23667580008161,1.08285961858928,1
0.153373117836515,0.139097857161771,0.46352578047663,1
-1.13813693701195,0.410275096490425,-0.501916222739965,0
1.25381492106993,-0.558456912348133,1.3750874614343,0
0.426464221476814,0.605370668930333,0.44513839809224,0
-0.295071482992271,-0.506333542189239,0.465810894034803,0
0.895125661045022,-1.42056550469574,0.5399947646074,0
0.878133487533042,0.127992965684126,-1.66242995951325,0
0.821581081637487,1.94585121773144,-2.37904620822519,0
0.688640254100091,0.800914339573062,1.41903616162017,1
0.553917653537589,1.16525338994626,0.674422537442297,1
-0.0619117105767217,0.358855723093152,2.70727416314185,0
-0.305962663739917,-0.608557178316224,2.75925519363955,1
-0.380471001012383,-0.202240855110284,1.46901630051434,0
-0.694706978920513,-0.273248106811925,-0.39101912593469,1
-0.207917278019599,-0.468699779782087,-1.9513491760008,0
-1.26539635156826,0.704167283929716,-0.388271586969495,1
2.16895596533851,-1.19736350236541,1.57474912656471,1
1.20796199830499,0.866366132112773,2.51417586626485,1
-1.12310858320335,0.864152486225893,2.4401854975149,0
-0.402884835299076,-1.19862235906875,1.89307697396725,1
-0.466655353623219,0.639491997900534,-1.80148234404624,1
0.779965118336318,2.43022665234451,-2.70224648807198,1
-0.0833690664718293,-0.557215481941608,-0.126308846287429,0
0.253318513994755,0.844904241408072,0.542360213119537,1
-0.028546755348703,-0.782201845619403,-2.42027858505026,0
-0.0428704572913161,1.1107114182028,2.70534140942618,1
1.36860228401446,0.249824719926562,-2.02354116830975,0
-0.225770985659268,1.65191539162316,2.52903757570311,0
